Plant code;Primary Plant activity;Audit code;Audit date;Audit nature;Audit schedule type;Non-verified NCs;Non-verified Business Critical NCs;Non-verified Critical NCs;Non-verified Major NCs;Non-verified Minor NCs;Overdue non-verified NCs;Country/Region
XXX1081215;Manufacture of cocoa, chocolate and sugar confectionery;XXXA423768313;14/06/2023;Periodic audit;Announced;0;0;0;0;0;0;Spain
XXX1081217;Manufacture of other food products n.e.c.;XXXA600058978;15/04/2024;Periodic audit;Announced;1;0;0;1;0;1;China
XXX1081223;;;;;;;;;;;;China
XXX1081227;Activities of head offices;;;;;;;;;;;New Zealand
XXX1081260;Manufacture of grain mill products;XXXA131528303;16/11/2016;Partial follow-up audit;Announced;0;0;0;0;0;0;Italy
XXX1081283;Manufacture of other chemical products n.e.c.;;;;;;;;;;;France
XXX1081303;;;;;;;;;;;;Spain
XXX1081319;Manufacture of grain mill products;XXXA406615877;16/04/2019;Periodic audit;Announced;1;0;0;0;1;1;Italy
XXX1081320;Manufacture of plastics products;;;;;;;;;;;Slovakia
XXX1081338;;;;;;;;;;;;Czech Republic
XXX1081371;Manufacture of dairy products;;;;;;;;;;;Russian Federation
XXX1081378;;;;;;;;;;;;Canada
XXX1081399;Manufacture of other food products n.e.c.;XXXA421662829;19/12/2022;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1081409;;;;;;;;;;;;Spain
XXX1081419;Processing and preserving of fruit and vegetables;XXXA600129303;12/05/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Australia
XXX1081424;Other business support service activities n.e.c.;XXXA1137994;12/09/2014;Full initial audit;Announced;0;0;0;0;0;0;Australia
XXX1081431;Manufacture of dairy products;;;;;;;;;;;South Africa
XXX1081481;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600183548;25/03/2026;Full initial audit;Semi-announced;4;0;1;3;0;0;Germany
XXX1081481;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600183548;25/03/2026;Full initial audit;Semi-announced;4;0;1;3;0;0;Germany
XXX1081495;Other processing and preserving of meat;XXXA600165143;21/05/2026;Periodic audit;Semi-announced;1;0;0;1;0;0;Canada
XXX1081506;;;;;;;;;;;;Brazil
XXX1081518;Warehousing and storage;XXXA600140827;23/06/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Indonesia
XXX1081572;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600123959;09/04/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Mexico
XXX1081688;;;;;;;;;;;;Belgium
XXX1081705;Warehousing and storage;;;;;;;;;;;United States
XXX1081706;;;;;;;;;;;;Poland
XXX1081715;;;;;;;;;;;;India
XXX1081717;Other manufacturing n.e.c.;XXXA1037021;12/11/2014;Partial follow-up audit;Announced;0;0;0;0;0;0;India
XXX1081744;Manufacture of sugar;XXXA600143663;19/08/2025;Periodic audit;Announced;5;0;0;4;1;5;United States
XXX1081764;Manufacture of spices, sauces and condiments;;;;;;;;;;;El Salvador
XXX1081766;Manufacture of other chemical products n.e.c.;XXXA600168641;13/11/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1081767;Manufacture of sugar;XXXA600083583;15/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Eswatini, the Kingdom of
XXX1081774;;;;;;;;;;;;Venezuela, Bolivarian Republic of
XXX1081795;;;;;;;;;;;;Costa Rica
XXX1081817;Growing of groundnuts (peanuts);XXXA600122309;24/03/2025;Full initial audit;Announced;1;0;0;1;0;1;United States
XXX1081888;;;;;;;;;;;;United States
XXX1081952;Manufacture of other chemical products n.e.c.;XXXA600011888;31/05/2023;Full initial audit;Announced;0;0;0;0;0;0;Italy
XXX1081989;;;;;;;;;;;;Australia
XXX1082024;Manufacture of sugar;XXXA424360235;27/06/2023;Periodic audit;Announced;0;0;0;0;0;0;Spain
XXX1082116;;;;;;;;;;;;United States
XXX1082120;Warehousing and storage;XXXA600100929;23/01/2025;Full initial audit;Announced;1;0;0;1;0;1;United Kingdom
XXX1082146;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600091108;30/09/2024;Full initial audit;Announced;0;0;0;0;0;0;Slovakia
XXX1082268;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600180985;29/01/2026;Full initial audit;Semi-announced;6;0;0;6;0;6;United States
XXX1082359;Manufacture of plastics products;XXXA600182830;28/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1082539;;;;;;;;;;;;China
XXX1082615;Manufacture of grain mill products;XXXA600158214;25/09/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Peru
XXX1082714;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA409007547;03/02/2020;Full initial audit;Announced;0;0;0;0;0;0;Australia
XXX1082763;;;;;;;;;;;;China
XXX1082764;Manufacture of dairy products;XXXA600147539;24/07/2025;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1082766;;;;;;;;;;;;Colombia
XXX1082767;Manufacture of plastics products;XXXA600160543;08/10/2025;Full initial audit;Announced;7;0;0;4;3;7;Spain
XXX1082801;Manufacture of other food products n.e.c.;;;;;;;;;;;Switzerland
XXX1082820;Printing;XXXA600180228;02/03/2026;Partial follow-up audit;Announced;1;0;0;1;0;1;Australia
XXX1082825;;;;;;;;;;;;Japan
XXX1082843;Manufacture of other food products n.e.c.;XXXA600087503;08/10/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1082850;Manufacture of other food products n.e.c.;XXXA600142139;21/07/2025;Periodic audit;Announced;0;0;0;0;0;0;Switzerland
XXX1082850;Manufacture of other food products n.e.c.;XXXA600142139;21/07/2025;Periodic audit;Announced;0;0;0;0;0;0;Switzerland
XXX1082876;;;;;;;;;;;;Israel
XXX1082922;Processing and preserving of fruit and vegetables;XXXA600171256;26/11/2025;Periodic audit;Semi-announced;2;0;0;2;0;2;China
XXX1082983;Manufacture of other food products n.e.c.;XXXA600016158;30/08/2023;Periodic audit;Announced;0;0;0;0;0;0;Japan
XXX1082989;;;;;;;;;;;;Brazil
XXX1082994;Printing;XXXA423426593;04/04/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;Turkey
XXX1083040;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600085866;17/09/2024;Periodic audit;Announced;1;0;0;0;1;1;Czech Republic
XXX1083053;Manufacture of other food products n.e.c.;;;;;;;;;;;Germany
XXX1083066;Printing;XXXA600133207;27/05/2025;Periodic audit;Announced;0;0;0;0;0;0;Argentina
XXX1083086;Manufacture of other food products n.e.c.;XXXA600146686;04/09/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1083095;Extraction of salt;XXXA600105689;22/09/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;United States
XXX1083113;Processing and preserving of fruit and vegetables;XXXA600069925;10/06/2024;Periodic audit;Announced;0;0;0;0;0;0;Turkey
XXX1083126;;;;;;;;;;;;United States
XXX1083131;;;;;;;;;;;;Turkey
XXX1083144;Manufacture of starches and starch products;XXXA600074601;10/09/2024;Periodic audit;Announced;2;0;0;2;0;1;France
XXX1083171;;;;;;;;;;;;Argentina
XXX1083184;Manufacture of other food products n.e.c.;XXXA600137361;16/06/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;United States
XXX1083226;Manufacture of starches and starch products;XXXA600095193;05/11/2024;Periodic audit;Announced;0;0;0;0;0;0;Germany
XXX1083227;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600069959;18/06/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;France
XXX1083244;Manufacture of plastics products;XXXA1025344;03/12/2014;Full initial audit;Announced;0;0;0;0;0;0;Thailand
XXX1083290;Manufacture of spices, sauces and condiments;XXXA600166486;03/11/2025;Periodic audit;Semi-announced;3;0;0;2;1;3;South Africa
XXX1083294;Manufacture of starches and starch products;;;;;;;;;;;Poland
XXX1083298;Service activities related to printing;XXXA600129215;05/05/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Mexico
XXX1083302;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600118932;18/03/2025;Full initial audit;Semi-announced;2;0;0;2;0;2;United Kingdom
XXX1083335;Manufacture of other food products n.e.c.;XXXA600111811;30/01/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;France
XXX1083339;;;;;;;;;;;;India
XXX1083342;Manufacture of pharmaceuticals, medicinal chemical and botanical products;XXXA600098264;06/01/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1083348;;;;;;;;;;;;China
XXX1083361;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600129371;08/05/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1083362;Manufacture of vegetable and animal oils and fats;XXXA600193745;06/04/2026;Periodic audit;Announced;9;1;0;6;2;4;Philippines
XXX1083377;;;;;;;;;;;;United Kingdom
XXX1083393;Manufacture of starches and starch products;XXXA600056139;28/03/2024;Partial follow-up audit;Semi-announced;4;0;2;2;0;4;Netherlands
XXX1083401;Printing;;;;;;;;;;;France
XXX1083421;Manufacture of sugar;XXXA600167989;19/11/2025;Periodic audit;Semi-announced;2;0;0;2;0;1;France
XXX1083422;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600129188;01/06/2025;Full initial audit;Announced;9;0;1;7;1;9;Brazil
XXX1083425;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600161536;10/10/2025;Periodic audit;Announced;8;0;4;4;0;8;Indonesia
XXX1083435;Manufacture of grain mill products;XXXA600155725;16/09/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Italy
XXX1083441;Warehousing and storage;XXXA600168842;18/11/2025;Full initial audit;Semi-announced;2;0;0;1;1;1;France
XXX1083476;Manufacture of sugar;XXXA600195982;08/04/2026;Periodic audit;Announced;0;0;0;0;0;0;Poland
XXX1083500;Manufacture of other food products n.e.c.;XXXA600142383;01/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1083500;Manufacture of other food products n.e.c.;XXXA600142383;01/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1083508;Manufacture of vegetable and animal oils and fats;XXXA421930235;30/11/2022;Partial follow-up audit;Announced;4;0;3;1;0;4;India
XXX1083509;Manufacture of sugar;XXXA600132544;19/05/2025;Periodic audit;Announced;0;0;0;0;0;0;China
XXX1083518;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Ireland, Republic of
XXX1083529;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1083539;;;;;;;;;;;;China
XXX1083554;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600007033;26/03/2023;Full initial audit;Announced;5;0;0;3;2;5;United States
XXX1083556;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600069534;18/06/2024;Periodic audit;Semi-announced;6;0;0;4;2;6;United States
XXX1083564;Manufacture of plastics products;XXXA600136210;04/06/2025;Periodic audit;Announced;0;0;0;0;0;0;India
XXX1083581;Manufacture of dairy products;XXXA600136418;28/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1083588;Manufacture of plastics products;XXXA600110699;28/01/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX1083597;Manufacture of sugar;;;;;;;;;;;Brazil
XXX1083603;Manufacture of plastics products;XXXA600147578;08/10/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1083604;Manufacture of dairy products;;;;;;;;;;;United States
XXX1083607;Manufacture of plastics products;XXXA600139768;03/07/2025;Partial follow-up audit;Announced;2;0;0;1;1;2;Mexico
XXX1083622;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Italy
XXX1083636;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600061590;03/06/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;Poland
XXX1083648;;;;;;;;;;;;Ukraine
XXX1083650;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600159956;13/10/2025;Periodic audit;Announced;0;0;0;0;0;0;Italy
XXX1083650;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600159956;13/10/2025;Periodic audit;Announced;0;0;0;0;0;0;Italy
XXX1083658;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Netherlands
XXX1083717;Manufacture of other food products n.e.c.;XXXA600085804;22/10/2024;Periodic audit;Announced;1;0;0;1;0;1;France
XXX1083727;Manufacture of dairy products;XXXA600160482;02/10/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Uruguay
XXX1083758;Manufacture of other articles of paper and paperboard;XXXA600044597;17/01/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;Italy
XXX1083760;Manufacture of other chemical products n.e.c.;XXXA600109260;13/01/2025;Periodic audit;Announced;0;0;0;0;0;0;Colombia
XXX1083777;Manufacture of grain mill products;XXXA600114523;03/07/2025;Periodic audit;Semi-announced;3;0;1;2;0;3;France
XXX1083788;Service activities incidental to land transportation;XXXA600075192;09/07/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Spain
XXX1083801;Manufacture of grain mill products;XXXA600055102;02/04/2024;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1083803;;;;;;;;;;;;United States
XXX1083811;;;;;;;;;;;;Brazil
XXX1083816;Processing and preserving of fruit and vegetables;XXXA600168497;12/11/2025;Periodic audit;Announced;1;0;0;1;0;1;Poland
XXX1083835;Other manufacturing n.e.c.;XXXA600075074;22/07/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1083865;;;;;;;;;;;;United States
XXX1083880;;;;;;;;;;;;Canada
XXX1083884;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1083885;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1083901;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600111261;18/02/2025;Full initial audit;Announced;10;0;1;7;2;10;Germany
XXX1083913;Manufacture of basic chemicals;XXXA600148030;29/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1083952;Manufacture of basic chemicals;XXXA600078706;28/10/2024;Periodic audit;Announced;0;0;0;0;0;0;Canada
XXX1083997;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1084005;Manufacture of other chemical products n.e.c.;;;;;;;;;;;United States
XXX1084016;;;;;;;;;;;;United States
XXX1084024;;;;;;;;;;;;China
XXX1084027;Manufacture of plastics products;XXXA600200085;27/04/2026;Periodic audit;Announced;4;0;2;1;1;0;Spain
XXX1084031;Manufacture of plastics products;XXXA600195955;07/04/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1084140;;;;;;;;;;;;Italy
XXX1084145;Manufacture of other food products n.e.c.;;;;;;;;;;;Italy
XXX1084147;;;;;;;;;;;;China
XXX1084159;;;;;;;;;;;;Spain
XXX1084162;Manufacture of other food products n.e.c.;XXXA600174628;17/12/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Slovenia
XXX1084167;Manufacture of starches and starch products;XXXA600142681;18/11/2025;Periodic audit;Announced;2;0;0;2;0;2;United States
XXX1084170;Manufacture of plastics products;;;;;;;;;;;Germany
XXX1084185;Printing;XXXA600203662;11/05/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Thailand
XXX1084205;;;;;;;;;;;;Japan
XXX1084206;Manufacture of starches and starch products;XXXA600161395;15/12/2025;Periodic audit;Announced;1;0;1;0;0;1;Brazil
XXX1084253;Growing of chestnuts;XXXA600197994;22/04/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX1084327;Manufacture of grain mill products;XXXA600184741;05/02/2026;Periodic audit;Semi-announced;1;0;0;1;0;1;Brazil
XXX1084340;;;;;;;;;;;;United States
XXX1084352;Manufacture of other food products n.e.c.;XXXA600115441;03/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;New Zealand
XXX1084365;Manufacture of basic chemicals;XXXA600135709;03/06/2025;Full initial audit;Announced;0;0;0;0;0;0;China
XXX1084373;;;;;;;;;;;;Guatemala
XXX1084382;;;;;;;;;;;;Russian Federation
XXX1084385;;;;;;;;;;;;Venezuela, Bolivarian Republic of
XXX1084462;Manufacture of grain mill products;XXXA600093897;14/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Australia
XXX1084489;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1084549;;;;;;;;;;;;Colombia
XXX1084558;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Germany
XXX1084564;Manufacture of plastics products;XXXA600117496;17/03/2025;Periodic audit;Announced;0;0;0;0;0;0;Brazil
XXX1084583;;;;;;;;;;;;Colombia
XXX1084586;Manufacture of grain mill products;;;;;;;;;;;Peru
XXX1084605;;;;;;;;;;;;Argentina
XXX1084618;;;;;;;;;;;;Argentina
XXX1084619;;;;;;;;;;;;Mexico
XXX1084677;Manufacture of bakery products;;;;;;;;;;;United States
XXX1084684;;;;;;;;;;;;Turkey
XXX1084719;;;;;;;;;;;;United States
XXX1084744;Wholesale of food, beverages and tobacco;;;;;;;;;;;France
XXX1084792;;;;;;;;;;;;Poland
XXX1084823;Manufacture of spices, sauces and condiments;;;;;;;;;;;United States
XXX1084887;Manufacture of plastics products;XXXA600193274;23/03/2026;Periodic audit;Semi-announced;4;0;0;4;0;4;United Arab Emirates
XXX1084888;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Australia
XXX1085025;;;;;;;;;;;;China
XXX1085078;;;;;;;;;;;;Viet Nam
XXX1085131;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1085163;Manufacture of plastics products;;;;;;;;;;;Indonesia
XXX1085172;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600180335;08/04/2026;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1085172;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600180335;08/04/2026;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1085232;Other food service activities;XXXA600145398;15/07/2025;Partial follow-up audit;Announced;2;0;1;1;0;2;Brazil
XXX1085318;Manufacture of sugar;XXXA600168771;18/11/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Ukraine
XXX1085324;Manufacture of plastics products;XXXA600155880;17/09/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Turkey
XXX1085344;Manufacture of dairy products;XXXA600049628;19/03/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Ireland, Republic of
XXX1085443;Manufacture of sugar;;;;;;;;;;;South Africa
XXX1085502;Manufacture of plastics products;XXXA600171375;01/12/2025;Periodic audit;Announced;0;0;0;0;0;0;Argentina
XXX1085520;Manufacture of other food products n.e.c.;XXXA600188112;15/04/2026;Periodic audit;Semi-announced;1;0;0;1;0;1;Netherlands
XXX1085526;;;;;;;;;;;;Malaysia
XXX1085532;;;;;;;;;;;;Canada
XXX1085540;Manufacture of other chemical products n.e.c.;XXXA600146113;11/09/2025;Periodic audit;Announced;1;0;0;1;0;1;United States
XXX1085548;Manufacture of other food products n.e.c.;;;;;;;;;;;Netherlands
XXX1085548;Manufacture of other food products n.e.c.;;;;;;;;;;;Netherlands
XXX1085562;Non-specialized wholesale trade;;;;;;;;;;;United Kingdom
XXX1085572;;;;;;;;;;;;Canada
XXX1085575;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600140092;25/11/2025;Periodic audit;Semi-announced;2;0;0;1;1;2;Netherlands
XXX1085582;;;;;;;;;;;;Turkey
XXX1085592;Manufacture of plastics products;;;;;;;;;;;France
XXX1085596;Manufacture of other food products n.e.c.;XXXA600135638;04/07/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Australia
XXX1085651;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600156175;16/09/2025;Partial follow-up audit;Semi-announced;1;0;0;0;1;1;Brazil
XXX1085685;Manufacture of other food products n.e.c.;XXXA600079764;19/08/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1085701;Packaging activities;XXXA600084255;02/12/2024;Full initial audit;Announced;0;0;0;0;0;0;Netherlands
XXX1085706;;;;;;;;;;;;United Kingdom
XXX1085715;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Netherlands
XXX1085736;Manufacture of other food products n.e.c.;XXXA600112003;05/02/2025;Full initial audit;Announced;12;0;2;8;2;12;Poland
XXX1085743;Manufacture of starches and starch products;;;;;;;;;;;Australia
XXX1085757;Manufacture of plastics products;;;;;;;;;;;Canada
XXX1085763;;;;;;;;;;;;Thailand
XXX1085786;;;;;;;;;;;;Malaysia
XXX1085830;Packaging activities;;;;;;;;;;;Australia
XXX1085878;Manufacture of vegetable and animal oils and fats;XXXA600116936;05/12/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Belgium
XXX1085898;Manufacture of other fabricated metal products n.e.c.;XXXA413764545;12/01/2021;Periodic audit;Announced;0;0;0;0;0;0;Denmark
XXX1085997;Manufacture of other articles of paper and paperboard;;;;;;;;;;;France
XXX1086015;Manufacture of other food products n.e.c.;XXXA600110582;27/01/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1086061;Manufacture of other food products n.e.c.;XXXA600110178;29/01/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Netherlands
XXX1086110;Packaging activities;XXXA600050037;27/02/2024;Periodic audit;Announced;0;0;0;0;0;0;India
XXX1086133;Manufacture of grain mill products;XXXA600094419;18/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;South Africa
XXX1086136;;;;;;;;;;;;India
XXX1086155;Combined office administrative service activities;;;;;;;;;;;Australia
XXX1086159;Manufacture of other food products n.e.c.;XXXA600088223;25/11/2024;Full initial audit;Announced;0;0;0;0;0;0;Spain
XXX1086161;Manufacture of dairy products;XXXA600027831;29/04/2025;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1086161;Manufacture of dairy products;XXXA600027831;29/04/2025;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1086161;Manufacture of dairy products;XXXA600027831;29/04/2025;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1086172;;;;;;;;;;;;Japan
XXX1086184;Manufacture of other chemical products n.e.c.;XXXA600168159;13/11/2025;Periodic audit;Announced;0;0;0;0;0;0;China
XXX1086246;;;;;;;;;;;;China
XXX1086252;Manufacture of plastics products;XXXA600140432;23/06/2025;Periodic audit;Announced;2;0;0;2;0;2;Australia
XXX1086264;Manufacture of grain mill products;XXXA600183719;30/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;India
XXX1086292;;;;;;;;;;;;Greece
XXX1086298;Manufacture of plastics products;XXXA600159109;24/09/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX1086328;Manufacture of sugar;XXXA600125885;24/04/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1086332;Manufacture of dairy products;XXXA420276120;13/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1086332;Manufacture of dairy products;XXXA420276120;13/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1086340;Manufacture of other food products n.e.c.;XXXA600190962;12/03/2026;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;Philippines
XXX1086347;Manufacture of plastics products;XXXA600158470;20/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1086353;Manufacture of other fabricated metal products n.e.c.;;;;;;;;;;;Netherlands
XXX1086366;Manufacture of other chemical products n.e.c.;XXXA600100588;03/12/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1086403;"Manufacture of soft drinks; production of mineral waters and other bottled waters";;;;;;;;;;;Malaysia
XXX1086431;Manufacture of other food products n.e.c.;XXXA600157697;29/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1086460;Manufacture of plastics and synthetic rubber in primary forms;;;;;;;;;;;Canada
XXX1086478;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600161885;13/10/2025;Periodic audit;Announced;3;0;0;3;0;3;Indonesia
XXX1086481;;;;;;;;;;;;China
XXX1086485;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600045542;08/02/2024;Periodic audit;Announced;1;0;0;0;1;1;Mexico
XXX1086485;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600045542;08/02/2024;Periodic audit;Announced;1;0;0;0;1;1;Mexico
XXX1086493;Printing;;;;;;;;;;;Poland
XXX1086495;Manufacture of plastics products;XXXA403841761;11/04/2018;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1086498;Manufacture of dairy products;;;;;;;;;;;Netherlands
XXX1086506;Manufacture of plastics products;;;;;;;;;;;United States
XXX1086512;;;;;;;;;;;;United States
XXX1086529;Manufacture of starches and starch products;XXXA600147238;24/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1086534;Manufacture of plastics products;XXXA600156097;19/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Czech Republic
XXX1086545;Manufacture of sugar;;;;;;;;;;;France
XXX1086555;;;;;;;;;;;;Brazil
XXX1086566;;;;;;;;;;;;China
XXX1086621;;;;;;;;;;;;Italy
XXX1086623;Manufacture of dairy products;XXXA424445648;11/07/2023;Periodic audit;Announced;0;0;0;0;0;0;Netherlands
XXX1086623;Manufacture of dairy products;XXXA424445648;11/07/2023;Periodic audit;Announced;0;0;0;0;0;0;Netherlands
XXX1086629;;;;;;;;;;;;India
XXX1086631;Manufacture of plastics products;XXXA600186800;18/02/2026;Periodic audit;Semi-announced;2;0;0;2;0;1;South Africa
XXX1086635;Manufacture of starches and starch products;XXXA408058939;07/11/2019;Full initial audit;Announced;0;0;0;0;0;0;Turkey
XXX1086646;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600142357;23/10/2025;Full initial audit;Announced;4;0;0;4;0;4;United States
XXX1086652;Manufacture of other food products n.e.c.;;;;;;;;;;;South Africa
XXX1086654;Manufacture of dairy products;XXXA600128751;22/07/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;United States
XXX1086664;Manufacture of plastics products;XXXA600174389;29/12/2025;Partial follow-up audit;Announced;1;0;0;1;0;1;Nigeria
XXX1086676;Manufacture of spices, sauces and condiments;XXXA600151446;26/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1086682;;;;;;;;;;;;Canada
XXX1086741;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1086742;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1086760;Manufacture of other fabricated metal products n.e.c.;XXXA600170318;16/12/2025;Full initial audit;Semi-announced;2;0;0;1;1;0;Germany
XXX1086778;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600133420;26/05/2025;Periodic audit;Semi-announced;11;0;1;9;1;11;Mexico
XXX1086785;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600133692;04/06/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Russian Federation
XXX1086785;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600133692;04/06/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Russian Federation
XXX1086816;Manufacture of other food products n.e.c.;XXXA600119354;29/05/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;United States
XXX1086831;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;Canada
XXX1086846;Manufacture of plastics products;;;;;;;;;;;United States
